Symbol,DaysBetterThanSP,daysProfit,daysProfitGrouped,Year,Month,Day,dayOfWeek,closeDay0,volumeDay0,closeDay6,volumeDay6,closeDay29,volumeDay29,closeDay59,volumeDay59,closeDay89,volumeDay89,closeDay179,volumeDay179,closeDay261,volumeDay261,Name,MarketCap,Sector,ipoDate,CEOInChargeDuringIPO,presidentInChargeDuringIPO,stateCountry,Revenue,netIncome,employees_x,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,Profit_Ratio,Profitable
FET,124,202,200+,2012,4,12,3,21.75,11830515.0,22.05,727636.0,21.72,523371.0,20.5,0.0,22.26,114034.0,24.68,436157.0,27.16,206411.0,"Forum Energy Technologies, Inc.",1310829740.0,Energy,2012-04-12,0,0,USA,818.62,-59400000.0,2600,-0.814286028,0.750258906,1.253664476,1.248735632183908,True
FFWM,113,212,200+,2014,11,3,0,9.33,19016.0,9.25,4600.0,9.4,14812.0,8.946,6094.0,8.87,3686.0,9.8,400.0,11.94,49892.0,First Foundation Inc.,713537642.4,Finance,2014-11-03,1,0,USA,175.52,27580000.0,394,1.664994785,1.332411436,1.630751305,1.2797427652733118,True
FHB,126,262,200+,2016,8,4,3,24.25,11653744.0,25.01,245783.0,26.4,310276.0,26.93,74904.0,33.79,370274.0,28.75,237749.0,29.4,172268.0,"First Hawaiian, Inc.",3904643410.0,Finance,2016-08-04,1,0,USA,776.37,183680000.0,2300,0.43005165,1.356186809,1.378119349,1.2123711340206185,True
FIBK,119,77,50 - 99,2010,3,24,2,15.7,5214029.0,16.01,193738.0,16.19,127796.0,15.62,58994.0,13.02,147727.0,13.62,488004.0,13.8,39091.0,"First Interstate BancSystem, Inc.",2265450802.0,Finance,2010-03-24,0,0,USA,520.43,106520000.0,2207,1.2363611,1.638971679,2.027839837,0.8789808917197454,False
FIVE,125,262,200+,2012,7,19,3,26.5,10460565.0,29.65,226705.0,31.55,115021.0,34.93,350820.0,28.77,98746.0,39.16,825689.0,40.88,840403.0,"Five Below, Inc.",4237798501.0,Consumer Services,2012-07-19,0,0,USA,1280.0,102450000.0,12100,1.431376662,1.036977538,0.63618907,1.5426415094339623,True
FLOW,129,15,0 - 49,2015,9,14,0,37.5,5100.0,38.25,1113.0,36.82,127383.0,33.44,355098.0,22.52,420385.0,27.68,322760.0,27.14,291067.0,"SPX FLOW, Inc.",2124182187.0,Technology,2015-09-14,0,0,USA,1950.0,46400000.0,7000,-0.278163989,-1.465819825,-2.222853383,0.7237333333333333,False
FLWS,96,9,0 - 49,1999,8,3,1,18.188,9543400.0,14.313,681500.0,16.313,330900.0,12.375,231100.0,15.375,197200.0,6.0,130200.0,5.75,42500.0,"1-800 FLOWERS.COM, Inc.",835753839.2,Consumer Services,1999-08-03,0,0,USA,1190.0,44040000.0,4633,-1.905656502,-0.638980844,0.109202682,0.31614251154607437,False
FMI,115,78,50 - 99,2013,9,25,2,35.35,7701468.0,34.84,499489.0,32.1,97926.0,23.89,229367.0,31.39,163228.0,23.89,585508.0,19.52,479705.0,"Foundation Medicine, Inc.",2614919053.0,Health Care,2013-09-25,0,0,USA,152.9,-161470000.0,662,0.630582297,0.753407845,1.173932384,0.5521923620933522,False
FNGN,125,169,150 - 200,2010,3,16,1,17.25,9985136.0,17.39,188519.0,16.74,147998.0,14.6,75686.0,13.2,71544.0,16.19,381016.0,23.3,121868.0,"Financial Engines, Inc.",2109777737.0,Finance,2010-03-16,0,0,USA,480.51,46660000.0,935,1.747271254,1.775866908,2.074883303,1.3507246376811595,True
FOLD,124,64,50 - 99,2007,5,31,3,14.43,3874142.0,14.19,51665.0,13.0,121232.0,11.5,18651.0,16.77,49245.0,10.15,107423.0,10.4,47478.0,"Amicus Therapeutics, Inc.",2689367519.0,Health Care,2007-05-31,0,0,USA,36.93,-284000000.0,325,1.679953507,1.492550394,2.218202641,0.7207207207207208,False
FOR,109,141,100 - 149,2007,12,12,2,23.0,43100.0,23.75,41600.0,20.5,449471.0,24.01,136400.0,24.75,173984.0,19.94,200414.0,4.42,1019220.0,Forestar Group Inc,943626060.0,Finance,2007-12-12,0,0,USA,114.32,4220000.0,34,0.852531814,-0.369397188,-0.240970265,0.19217391304347825,False
FORR,97,208,200+,1996,11,27,2,11.0,4362800.0,11.0,273800.0,14.313,183400.0,11.0,118800.0,8.625,6200.0,14.0,17600.0,11.375,0.0,"Forrester Research, Inc.",794086798.1,Consumer Services,1996-11-27,0,0,USA,337.67,15140000.0,1392,0.25407035,0.25407035,0.25407035,1.0340909090909092,True
FOXF,117,73,50 - 99,2013,8,8,3,18.61,6366655.0,16.89,497124.0,18.57,84452.0,17.47,58089.0,17.06,74194.0,16.79,44898.0,14.85,145281.0,Fox Factory Holding Corp.,1329267884.0,Consumer Non-Durables,2013-08-08,0,0,USA,475.63,43130000.0,1800,0.744464835,1.401295707,1.624077536,0.7979580870499732,False
FPRX,128,179,150 - 200,2013,9,18,2,13.08,4409024.0,13.97,18126.0,13.5,146301.0,12.97,70968.0,19.39,94029.0,13.78,94801.0,11.92,39659.0,"Five Prime Therapeutics, Inc.",599084419.2,Health Care,2013-09-18,0,0,USA,39.51,-150220000.0,216,2.472342506,1.834027635,1.984241403,0.9113149847094801,False
FRGI,130,225,200+,2012,4,26,3,12.5,22000.0,11.15,2000.0,12.35,469164.0,15.92,72462.0,15.45,151983.0,16.4,125841.0,25.98,185088.0,"Fiesta Restaurant Group, Inc.",540969945.9,Consumer Services,2012-04-26,0,0,USA,669.13,-36230000.0,10290,0.634141247,1.031009076,1.277660046,2.0784000000000002,True
FRTA,118,147,100 - 149,2016,10,20,3,16.5,8592319.0,16.93,470861.0,19.81,930425.0,19.75,396006.0,18.52,114613.0,8.32,494345.0,5.01,589074.0,"Forterra, Inc.",553670254.6,Capital Goods,2016-10-20,0,0,USA,1580.0,-2060000.0,4729,-0.744016824,-1.239570909,0.312405803,0.30363636363636365,False
GBL,107,1,0 - 49,1999,2,11,3,9.5906,10465396.0,9.4221,283616.0,8.8836,141343.0,8.0087,24702.0,8.3119,31574.0,7.7062,11144.0,8.5471,8915.0,"Gamco Investors, Inc.",733481574.0,Finance,1999-02-11,0,0,USA,363.64,77810000.0,159,0.487703677,1.013227523,1.327798096,0.8911955456384376,False
GCAP,114,49,0 - 49,2010,12,15,2,8.85,4303495.0,8.5,169166.0,9.65,237380.0,8.03,61866.0,6.48,16993.0,5.17,43408.0,6.55,105216.0,"GAIN Capital Holdings, Inc.",362956272.5,Finance,2010-12-15,1,1,USA,309.51,-9540000.0,708,1.23598478,1.605806791,1.738662825,0.7401129943502825,False
GCP,133,222,200+,2016,1,26,1,20.0,219.0,16.66,655802.0,18.69,412212.0,21.47,445855.0,24.26,0.0,27.73,218359.0,26.95,593862.0,GCP Applied Technologies Inc.,2152050168.0,Basic Industries,2016-01-26,0,0,USA,1080.0,-110900000.0,2500,-0.649461355,-1.725737662,-1.573594522,1.3475,True
GDEN,106,246,200+,1999,1,4,0,8.376,56100.0,9.876,90800.0,9.875,30500.0,8.125,8100.0,9.9375,9000.0,10.25,4400.0,7.75,15300.0,"Golden Entertainment, Inc.",661137291.6,Consumer Services,1999-01-04,0,0,USA,509.81,2170000.0,6910,0.981165218,1.313606166,1.667875716,0.9252626552053487,False
GEL,100,93,50 - 99,1996,11,27,2,20.75,423600.0,20.75,66900.0,20.5,38800.0,20.625,31100.0,21.0,46400.0,20.0,28085.0,19.938,0.0,"Genesis Energy, L.P.",2705323341.0,Energy,1996-11-27,0,0,USA,2030.0,82650000.0,2100,0.25407035,0.25407035,0.25407035,0.960867469879518,False
GERN,101,177,150 - 200,1996,7,31,2,7.3227,794086.0,7.0713,62019.0,6.3778,25929.0,8.2675,33867.0,7.3227,13546.0,10.0391,529.0,6.3778,111762.0,Geron Corporation,608878762.3,Health Care,1996-07-31,0,0,USA,1.07,-27920000.0,18,0.0,0.0,0.0,0.8709628961994892,False
GHDX,116,93,50 - 99,2005,9,29,3,11.75,2628289.0,10.5,220109.0,10.15,81614.0,9.81,25039.0,13.7,57159.0,11.75,116815.0,14.46,135854.0,"Genomic Health, Inc.",1176655564.0,Health Care,2005-09-29,0,0,USA,340.75,-3860000.0,863,0.339031409,0.366939808,0.941314727,1.2306382978723405,True
GHL,130,255,200+,2004,5,6,3,20.5,3488300.0,19.1,63000.0,20.95,19400.0,20.18,88300.0,21.09,19100.0,27.87,14300.0,32.26,229900.0,"Greenhill & Co., Inc.",543331690.0,Finance,2004-05-06,0,0,USA,239.18,-26650000.0,346,-1.416519644,-1.099348585,0.042933278,1.5736585365853657,True
GLUU,109,75,50 - 99,2007,3,22,3,12.44,5236300.0,10.0,97006.0,11.5,302729.0,13.4,65679.0,12.08,219051.0,5.15,99876.0,4.97,0.0,Glu Mobile Inc.,581691598.0,Technology,2007-03-22,0,0,USA,286.83,-97570000.0,546,0.853285284,0.501467476,0.973059236,0.3995176848874598,False
GMS,132,234,200+,2016,5,26,3,21.91,5699987.0,22.75,163976.0,22.1,50824.0,22.31,152011.0,22.74,242921.0,29.53,46068.0,32.87,59534.0,GMS Inc.,1284987448.0,Consumer Services,2016-05-26,1,1,USA,2320.0,48890000.0,4400,1.479208487,1.123939605,1.087837508,1.5002282062984937,True
GNL,110,3,0 - 49,2015,6,2,1,27.96,458503.0,26.85,167916.0,25.56,131247.0,24.24,239653.0,27.33,430644.0,21.42,133016.0,24.57,160365.0,"Global Net Lease, Inc.",1194546725.0,Consumer Services,2015-06-02,0,0,USA,254.25,22820000.0,1,-0.212554648,0.649235491,0.948194966,0.8787553648068669,False
GNRC,127,244,200+,2010,2,11,3,12.84,16892087.0,13.23,325529.0,15.18,56280.0,14.69,114929.0,13.54,65683.0,13.85,35309.0,15.32,453228.0,Generac Holdlings Inc.,2929931909.0,Consumer Durables,2010-02-11,0,0,USA,1670.0,160300000.0,4556,-0.775662673,-1.363236844,-0.0113111,1.1931464174454829,True
GOLF,118,226,200+,2016,11,1,1,17.46,586013.0,18.36,276377.0,21.51,287929.0,19.25,338149.0,17.73,68723.0,19.82,121658.0,18.21,148131.0,Acushnet Holdings Corp.,1816292225.0,Consumer Non-Durables,2016-11-01,0,0,USA,1560.0,92110000.0,5230,-2.286485754,-2.31432763,-0.400948775,1.0429553264604812,True
GOOD,107,234,200+,2003,8,13,2,15.03,1345300.0,15.2,12500.0,14.94,89500.0,15.35,6600.0,16.5,21910.0,16.47,42460.0,15.57,29008.0,Gladstone Commercial Corporation,512306509.6,Consumer Services,2003-08-13,0,0,USA,94.0,5940000.0,1583,-0.190201371,0.244029573,0.94807226,1.035928143712575,True
GPRE,129,92,50 - 99,2006,3,15,2,33.5,25451.0,28.0,5635.0,39.84,35033.0,38.0,7700.0,30.0,13799.0,25.3699,4794.0,21.67,4106.0,"Green Plains, Inc.",746999072.0,Basic Industries,2006-03-15,0,0,USA,3560.0,61060000.0,1427,2.120505504,2.164092979,1.562250112,0.6468656716417911,False
GRA,113,58,50 - 99,1998,3,24,1,14.4971,133444.0,16.0517,930121.0,16.152,499512.0,13.2932,409303.0,14.0958,142290.0,13.2426,192378.0,10.1326,596573.0,W.R. Grace & Co.,4504912107.0,Basic Industries,1998-03-24,0,0,USA,1720.0,11200000.0,3700,1.948915636,2.01626308,2.682217611,0.6989397879575915,False
GRAM,120,38,0 - 49,2013,7,24,2,21.13,8658194.0,21.0,171171.0,20.22,87134.0,19.46,79377.0,19.87,46829.0,17.04,366704.0,18.2,319012.0,Grana y Montero S.A.A.,488439804.6,Basic Industries,2013-07-24,0,1, Peru,6280.0,-132750000.0,1624,1.039196167,1.613120558,1.7388922,0.8613345953620445,False
GTLS,137,192,150 - 200,2006,7,26,2,15.2,4702575.0,16.45,224883.0,13.77,210019.0,12.89,155795.0,14.05,200182.0,17.41,173877.0,26.23,304581.0,"Chart Industries, Inc.",1866116020.0,Capital Goods,2006-07-26,0,0,USA,988.8,28000000.0,4424,0.669487122,-0.062355868,-0.480966178,1.7256578947368422,True
GTN,100,66,50 - 99,1996,9,24,1,11.3739,1821150.0,11.0819,91554.0,9.989,27601.0,8.968,79381.0,10.8639,1198.0,10.4989,3429.0,14.8729,19716.0,"Gray Television, Inc.",1065783812.0,Consumer Services,1996-09-24,0,0,USA,882.73,261950000.0,3938,0.0,0.0,0.0,1.30763414484038,True
GWR,96,262,200+,1996,6,25,1,3.7533,9408150.0,4.1727,254132.0,4.5433,18225.0,5.3827,146306.0,5.5313,7082.0,6.074,50625.0,5.1853,1007.0,"Genesee & Wyoming, Inc.",4495562652.0,Transportation,1996-06-25,0,0,USA,2210.0,549050000.0,8000,0.0,0.0,0.0,1.381530919457544,True
GWRE,127,262,200+,2012,1,25,2,17.12,7030831.0,19.95,116611.0,21.69,335288.0,28.49,241832.0,26.66,63868.0,30.72,802656.0,32.97,190960.0,"Guidewire Software, Inc.",6613341089.0,Technology,2012-01-25,1,1,USA,514.28,21220000.0,1893,1.8488245,1.95569187,2.024820213,1.9258177570093455,True
HCCI,99,79,50 - 99,2008,3,12,2,14.19,4800.0,14.32,11522.0,16.95,9437.0,15.0,17411.0,12.5,23100.0,12.99,2903.0,8.22,400.0,"Heritage-Crystal Clean, Inc.",526311672.6,Basic Industries,2008-03-12,0,0,USA,365.96,28120000.0,1274,-1.187808704,-1.261090585,-1.713797366,0.5792811839323468,False
HCI,122,75,50 - 99,2008,9,15,0,6.1,5200.0,6.55,216681.0,5.51,2398.0,5.0,14400.0,4.6,15100.0,5.16,6500.0,7.18,8267.0,"HCI Group, Inc.",378243095.6,Finance,2008-09-15,0,0,USA,244.7,-6410000.0,410,-2.798628431,-2.626887943,-2.223003405,1.1770491803278689,True
HCKT,127,252,200+,1998,5,28,3,15.938,2494300.0,15.313,149400.0,22.75,83300.0,19.688,29800.0,18.063,200700.0,28.0,317500.0,26.375,51500.0,"The Hackett Group, Inc.",476983405.6,Consumer Services,1998-05-28,1,0,USA,285.86,27350000.0,1123,-1.015774347,-0.000874391,0.905753403,1.6548500439201907,True
HCLP,132,211,200+,2012,8,16,3,20.0,8686773.0,19.4,401681.0,21.93,280305.0,20.16,137039.0,14.59,193043.0,19.78,140130.0,23.11,192330.0,Hi-Crush Partners LP,1016084246.0,Basic Industries,2012-08-16,0,0,USA,602.62,84010000.0,1624,1.532434196,1.992359016,1.579336908,1.1555,True
HCOM,94,201,200+,2010,12,14,1,18.0,200011.0,18.25,0.0,22.5,230.0,26.5,92461.0,29.75,65260.0,20.5,900.0,14.5,12800.0,"Hawaiian Telcom Holdco, Inc.",312063843.6,Consumer Services,2010-12-14,0,0,USA,368.42,-107240000.0,1200,1.611291089,1.843603715,1.886469411,0.8055555555555556,False
HEP,143,262,200+,2004,7,8,3,12.275,4917400.0,12.9,251000.0,13.805,158400.0,14.78,25800.0,15.45,24400.0,19.1,31600.0,21.55,92400.0,"Holly Energy Partners, L.P.",3061221211.0,Energy,2004-07-08,0,0,USA,454.36,159990000.0,650,-2.686903135,-0.779738019,-1.092224512,1.7556008146639512,True
HESM,120,27,0 - 49,2017,4,5,2,25.6,9768437.0,25.45,303651.0,25.7,60206.0,19.01,404741.0,19.62,35327.0,20.75,365074.0,19.42,99529.0,Hess Midstream Partners LP,1116829035.0,Energy,2017-04-05,1,1,USA,565.8,40400000.0,176,-0.819578731,0.589606451,1.110796834,0.7585937500000001,False
HI,117,189,150 - 200,2008,3,20,3,18.0,12.0,23.15,800.0,19.04,135516.0,23.11,213602.0,22.95,121218.0,16.47,285361.0,15.85,212682.0,Hillenbrand Inc,2997128615.0,Consumer Durables,2008-03-20,0,0,USA,1590.0,126200000.0,6000,0.016448007,-0.696430746,-1.271707714,0.8805555555555555,False
HLI,126,247,200+,2015,8,13,3,22.4,4714933.0,21.69,148916.0,22.27,58849.0,21.83,154855.0,23.97,132879.0,25.17,26250.0,25.35,29244.0,"Houlihan Lokey, Inc.",2956914110.0,Finance,2015-08-13,1,1,USA,872.09,108340000.0,1171,-1.032223885,-0.813015476,-0.620239137,1.1316964285714286,True
HLX,118,262,200+,1997,7,1,1,5.0,9081200.0,5.469,665200.0,6.875,997600.0,8.625,62400.0,8.5,125599.0,6.938,265200.0,7.016,1192800.0,"Helix Energy Solutions Group, Inc.",928458791.0,Energy,1997-07-01,0,0,USA,581.38,29700000.0,1600,0.735275563,1.347374749,2.01875241,1.4032,True
HMHC,129,262,200+,2013,11,14,3,15.86,8285328.0,16.31,157495.0,17.09,0.0,19.26,63446.0,20.0,184526.0,17.7,344203.0,20.455,481684.0,Houghton Mifflin Harcourt Company,938442474.8,Consumer Services,2013-11-14,0,0,USA,1410.0,-103190000.0,3800,1.741741174,1.907253702,2.359502606,1.2897225725094577,True
HQY,132,259,200+,2014,7,31,3,17.6,5732286.0,17.51,70382.0,21.62,335814.0,20.17,107282.0,22.7,84167.0,24.0,101432.0,33.66,207793.0,"HealthEquity, Inc.",3913121096.0,Miscellaneous,2014-07-31,0,0,USA,229.53,47360000.0,1027,-3.612448606,-0.179197965,0.661777887,1.9124999999999996,True
HSII,125,260,200+,1999,4,27,1,14.063,3623100.0,14.0,19800.0,14.0,84900.0,18.75,3600.0,15.25,7800.0,38.25,23100.0,37.625,66100.0,"Heidrick & Struggles International, Inc.",597331323.8,Technology,1999-04-27,0,0,USA,640.06,-48640000.0,1635,1.448522311,1.970663398,1.884323065,2.6754604280736682,True
HSTM,92,13,0 - 49,2000,4,11,1,8.5,1102800.0,7.875,26700.0,5.5,23300.0,5.5,2100.0,2.625,8200.0,1.313,21200.0,1.26,900.0,"HealthStream, Inc.",792305557.6,Technology,2000-04-11,0,0,USA,247.66,10000000.0,1027,0.411288573,1.336755189,1.553504902,0.14823529411764705,False
HTA,131,213,200+,2012,6,6,2,19.84,241799.0,19.94,160848.0,19.7,320000.0,18.42,133367.0,19.88,159728.0,22.14,461680.0,23.16,628068.0,"Healthcare Trust of America, Inc.",5218467426.0,Consumer Services,2012-06-06,1,1,USA,612.85,63920000.0,270,-0.288522654,-1.353233303,-0.389703275,1.1673387096774193,True
HTBI,144,262,200+,2012,7,11,2,11.7,6851645.0,12.0,193795.0,12.46,91336.0,13.24,94518.0,12.98,39640.0,15.67,17338.0,16.92,57814.0,"HomeTrust Bancshares, Inc.",503107137.5,Finance,2012-07-11,0,0,USA,114.19,11720000.0,486,-0.030180914,-0.147662604,-0.321717981,1.4461538461538463,True
HTH,115,0,0 - 49,2004,2,12,3,19.0,8916800.0,18.7,495800.0,18.45,591000.0,16.68,133700.0,16.9,84800.0,14.29,114000.0,12.57,288700.0,Hilltop Holdings Inc.,2291229741.0,Finance,2004-02-12,0,0,USA,1640.0,132540000.0,5500,1.461792086,1.419289094,1.87384324,0.661578947368421,False
HUBG,91,261,200+,1996,3,13,2,3.9375,7757200.0,3.75,214400.0,5.1875,140400.0,5.25,6000.0,4.375,182000.0,5.9065,51600.0,6.594,6800.0,"Hub Group, Inc.",1528227138.0,Transportation,1996-03-13,0,0,USA,4030.0,135150000.0,4377,0.0,0.0,0.0,1.6746666666666667,True
HURN,127,262,200+,2004,10,13,2,18.9,3801909.0,19.42,59527.0,19.82,102397.0,21.41,20806.0,23.44,33925.0,24.09,38797.0,24.55,28047.0,Huron Consulting Group Inc.,879885344.3,Consumer Services,2004-10-13,0,0,USA,807.75,-170510000.0,3083,-0.883959632,0.433293064,0.030477401,1.298941798941799,True
IBP,129,229,200+,2014,2,13,3,12.8,3809584.0,13.12,107269.0,12.86,193643.0,13.09,25353.0,12.77,171823.0,14.75,176481.0,18.47,8856.0,"Installed Building Products, Inc.",1703028176.0,Basic Industries,2014-02-13,1,1,USA,1130.0,41140000.0,6900,0.739169921,0.781057347,1.134118102,1.44296875,True
ICFI,126,262,200+,2006,9,28,3,12.25,1598489.0,12.01,39856.0,16.44,177509.0,14.5,159602.0,13.69,61432.0,18.2,111849.0,27.58,78655.0,"ICF International, Inc.",1198248094.0,Consumer Services,2006-09-28,0,0,USA,1230.0,62880000.0,5500,1.996906364,2.011233753,2.050823331,2.2514285714285713,True
ICLR,139,242,200+,2002,9,18,2,5.515,9000.0,5.41,29600.0,6.29,159200.0,6.6,135600.0,7.0125,133248.0,7.0725,71600.0,8.9475,96400.0,ICON plc,6451394183.0,Health Care,2002-09-18,0,0, Ireland,1760.0,281490000.0,13250,-1.567015811,-0.990138756,-1.366357248,1.6223934723481415,True
IHG,119,248,200+,2003,4,8,1,17.5476,463.0,16.64,1487.0,21.7833,8693.0,22.0858,24922.0,24.5032,14147.0,29.3439,12461.0,28.288,17055.0,Intercontinental Hotels Group,11566038500.0,Consumer Services,2003-04-08,0,0, the United Kingdom,1390.0,459690000.0,6658,0.745518054,0.567107002,0.039839147,1.6120723061843216,True
IMPV,121,262,200+,2011,11,9,2,24.0,3310021.0,26.08,36330.0,29.45,211774.0,32.98,36652.0,39.19,57766.0,26.59,177817.0,30.59,240323.0,"Imperva, Inc.",1646328010.0,Technology,2011-11-09,0,0,USA,321.72,22870000.0,1020,-0.211611681,0.871024687,-0.254384318,1.2745833333333334,True
INGR,111,172,150 - 200,1997,12,11,3,14.5,313000.0,15.438,308600.0,16.0,907800.0,17.0,424200.0,17.813,284200.0,12.813,243200.0,13.938,52600.0,Ingredion Incorporated,9422809115.0,Consumer Non-Durables,1997-12-11,0,0,USA,5830.0,519000000.0,11000,0.039000229,0.291710354,0.819886624,0.9612413793103449,False
INN,130,135,100 - 149,2011,2,9,2,9.69,16636990.0,9.7,163905.0,10.08,192477.0,11.0,120973.0,11.36,67948.0,8.12,169569.0,10.0,65933.0,"Summit Hotel Properties, Inc.",1529590677.0,Consumer Services,2011-02-09,0,0,USA,514.64,98910000.0,49,1.776033664,1.703028986,1.72850061,1.0319917440660475,True
INOV,118,78,50 - 99,2015,2,12,3,27.0,19438933.0,29.84,236792.0,30.34,432082.0,24.67,558910.0,28.0,362736.0,23.08,236472.0,17.8,568966.0,"Inovalon Holdings, Inc.",1580357948.0,Technology,2015-02-12,1,1,USA,449.36,33830000.0,2480,2.068128629,1.50738047,1.530004661,0.6592592592592593,False
INSW,143,262,200+,2016,11,16,2,9.9,2588.0,16.0,0.0,13.9,288385.0,17.28,151856.0,19.69,195312.0,23.02,322219.0,17.16,276125.0,"International Seaways, Inc.",581592920.1,Consumer Services,2016-11-16,0,0,USA,290.1,-106090000.0,1577,1.535785456,0.980480538,0.980289167,1.7333333333333334,True
INWK,129,262,200+,2006,8,16,2,10.45,4966943.0,10.26,59657.0,11.67,100397.0,15.37,337448.0,16.77,220405.0,12.72,292086.0,14.86,399729.0,"InnerWorkings, Inc.",527061702.6,Miscellaneous,2006-08-16,0,0,USA,1140.0,18980000.0,2000,1.893563827,2.120994965,0.673761588,1.4220095693779904,True
IPCC,139,262,200+,2003,2,12,2,15.9,6320700.0,15.84,146400.0,17.89,41000.0,20.889,134400.0,23.3,80300.0,28.66,27656.0,33.58,503912.0,Infinity Property and Casualty Corporation,1313889752.0,Finance,2003-02-12,0,0,USA,1520.0,45380000.0,2300,-1.524631113,-2.476796508,-1.831359019,2.111949685534591,True
IPHI,132,184,150 - 200,2010,11,11,3,15.3,5252322.0,15.18,133658.0,19.9,240274.0,19.16,88028.0,20.41,96529.0,17.19,275322.0,11.36,178103.0,Inphi Corporation,1328350185.0,Technology,2010-11-11,0,0,USA,348.2,-74900000.0,616,1.232075218,1.520699408,2.09193727,0.7424836601307189,False
IPHS,120,259,200+,2006,11,2,3,12.07,1595190.0,13.46,23979.0,13.5,38779.0,15.28,40783.0,16.28,23855.0,14.17,29439.0,15.16,89231.0,"Innophos Holdings, Inc.",810787663.9,Consumer Durables,2006-11-02,0,0,USA,722.02,22370000.0,1373,0.170377444,1.234845852,1.723720264,1.256006628003314,True
IRBT,113,110,100 - 149,2005,11,9,2,26.7,5298760.0,30.16,451447.0,31.22,190173.0,35.55,236792.0,26.69,59760.0,18.07,352300.0,18.8,295380.0,iRobot Corporation,1881784915.0,Consumer Durables,2005-11-09,0,0,USA,883.59,50960000.0,920,1.506709546,0.459862873,0.550674293,0.704119850187266,False
IRDM,84,196,150 - 200,2008,3,20,3,9.08,880100.0,9.08,0.0,9.12,0.0,9.2,263400.0,9.28,0.0,8.84,0.0,9.36,10525.0,Iridium Communications Inc,1359580525.0,Consumer Durables,2008-03-20,0,0,USA,448.05,233640000.0,420,0.016448007,-0.696430746,-1.271707714,1.0308370044052864,True
IRT,129,262,200+,2013,8,13,1,8.45,879502.0,8.3,56951.0,8.26,17875.0,8.68,9660.0,8.45,19635.0,8.96,40122.0,9.9,175540.0,"Independence Realty Trust, Inc.",833216639.3,Consumer Services,2013-08-13,0,0,USA,161.0,30210000.0,421,0.295538992,1.191874373,1.500705945,1.1715976331360949,True
IRWD,118,123,100 - 149,2010,2,3,2,11.65,2592648.0,11.5,351782.0,14.33,292708.0,13.5,62813.0,9.89,75475.0,11.24,60040.0,11.43,140948.0,"Ironwood Pharmaceuticals, Inc.",2571276547.0,Health Care,2010-02-03,1,0,USA,298.28,-116940000.0,730,-0.952254558,-0.580634514,0.498784256,0.9811158798283262,False
ISCA,95,104,100 - 149,1996,11,5,1,20.875,4536000.0,20.0,304900.0,18.375,18700.0,20.875,64100.0,21.0,61900.0,21.25,98200.0,21.5,41600.0,International Speedway Corporation,1821454184.0,Consumer Services,1996-11-05,0,0,USA,671.43,110820000.0,820,0.0,0.0,0.0,1.029940119760479,True
JE,129,174,150 - 200,2009,9,29,1,12.5818,100.0,12.5818,0.0,12.7805,12982.0,13.3765,4022.0,13.0365,4185.0,12.043,50457.0,14.05,6700.0,"Just Energy Group, Inc.",664591961.6,Public Utilities,2009-09-29,0,0, Canada,3760.0,446410000.0,2146,0.795708324,1.259140481,1.715660062,1.1166923651623775,True
KANG,118,217,200+,2014,4,9,2,15.2,8710682.0,13.59,220282.0,13.71,63360.0,18.61,494226.0,21.28,640412.0,16.14,234575.0,16.72,604685.0,"iKang Healthcare Group, Inc.",1021307440.0,Health Care,2014-04-09,1,1, China,434.47,-11220000.0,14801,0.571073624,0.97723655,1.309578029,1.0999999999999999,True
KFY,126,222,200+,1999,2,11,3,13.0,7954500.0,11.813,166300.0,11.813,62300.0,12.0,110300.0,15.0,123800.0,23.188,23900.0,34.063,9900.0,Korn/Ferry International,3042736820.0,Technology,1999-02-11,0,0,USA,1650.0,83420000.0,7232,0.487703677,1.013227523,1.327798096,2.6202307692307696,True
KNL,124,253,200+,2004,12,14,1,17.1,5935200.0,17.6,274200.0,16.65,63700.0,16.7,47700.0,16.45,76900.0,18.51,136500.0,17.52,19500.0,"Knoll, Inc.",1020518440.0,Consumer Durables,2004-12-14,1,1,USA,1130.0,80160000.0,3402,2.4405324,1.769891044,2.303029956,1.0245614035087718,True
KNSL,148,262,200+,2016,7,28,3,18.35,4916459.0,18.81,50967.0,21.15,68506.0,22.74,66398.0,28.51,212476.0,31.38,43658.0,38.69,42236.0,"Kinsale Capital Group, Inc.",1124199309.0,Finance,2016-07-28,1,1,USA,186.78,24900000.0,164,0.895649324,1.764907415,1.548541202,2.1084468664850133,True
KOP,126,262,200+,2006,2,1,2,15.75,5037000.0,17.52,196600.0,17.08,101500.0,19.24,109400.0,19.01,64699.0,18.88,32200.0,25.35,70100.0,Koppers Holdings Inc.,961428587.2,Basic Industries,2006-02-01,0,0,USA,1480.0,29900000.0,1800,0.406217541,1.098728743,1.483991224,1.6095238095238096,True
KOS,105,22,0 - 49,2011,5,11,2,18.24,17542159.0,18.96,266380.0,17.94,573557.0,14.9,108284.0,12.4,140656.0,13.91,208730.0,11.17,349880.0,Kosmos Energy Ltd.,2623534281.0,Energy,2011-05-11,0,0, Bermuda,578.14,-222790000.0,280,0.273563126,0.88999861,1.136854876,0.6123903508771931,False
